Cell habitat variables for Tailrace site
Official input file, June 2008
CellNumber,FracShelt,DistHide(m),FracSpawn,FracHide
1508,0.05,2.00,0.00,0.10
1509,0.05,2.00,0.00,0.10
1510,0.05,2.00,0.00,0.10
1511,0.10,0.81,0.05,0.20
1512,0.25,0.25,0.00,0.60
1513,0.25,0.25,0.00,0.60
1514,0.10,0.50,0.00,0.30
1515,0.10,0.50,0.00,0.30
1516,0.05,0.50,0.00,0.50
1517,0.05,0.50,0.00,0.50
1518,0.00,0.20,0.00,0.50
1519,0.10,1.50,0.00,0.02
1520,0.01,3.75,0.00,0.01
1521,0.01,3.75,0.00,0.01
1522,0.10,0.81,0.05,0.20
1523,0.00,0.00,0.00,0.00
1524,0.25,0.25,0.00,0.60
1525,0.00,0.00,0.00,0.00
1526,0.10,0.81,0.05,0.20
1527,0.10,0.81,0.05,0.20
1528,0.10,0.81,0.05,0.20
1529,0.25,0.25,0.00,0.60
1530,0.10,0.50,0.00,0.30
1531,0.10,0.50,0.00,0.30
1532,0.10,0.50,0.00,0.30
1533,0.02,0.80,0.00,0.30
1534,0.10,0.50,0.00,0.30
1535,0.10,0.50,0.00,0.30
1536,0.01,3.75,0.00,0.01
1537,0.00,0.00,0.00,0.00
1538,0.00,0.00,0.00,0.00
1539,0.05,1.27,0.00,0.05
1540,0.05,1.27,0.00,0.05
1541,0.05,1.27,0.00,0.05
1542,0.05,1.27,0.00,0.05
1543,0.05,2.00,0.00,0.20
1544,0.05,2.00,0.00,0.20
1545,0.05,1.27,0.00,0.05
1546,0.00,0.00,0.00,0.00
1547,0.15,0.50,0.00,0.40
1548,0.20,1.50,0.00,0.05
1549,0.15,0.96,0.05,0.10
1550,0.15,0.96,0.05,0.10
1551,0.15,0.50,0.00,0.40
1552,0.30,1.50,0.00,0.05
1553,0.15,0.50,0.00,0.40
1554,0.15,0.96,0.05,0.10
1555,0.05,1.27,0.00,0.05
1556,0.20,0.20,0.00,0.50
1557,0.05,1.27,0.00,0.05
1558,0.05,1.27,0.00,0.05
1559,0.05,1.27,0.00,0.05
1560,0.05,1.27,0.00,0.05
1561,0.05,1.27,0.00,0.05
1562,0.05,2.00,0.00,0.20
1563,0.05,2.00,0.00,0.20
1564,0.05,2.00,0.00,0.20
1565,0.05,2.00,0.00,0.20
1566,0.05,2.00,0.00,0.20
1567,0.00,0.00,0.00,0.00
1568,0.00,0.00,0.00,0.00
1569,0.05,1.27,0.00,0.05
1570,0.05,1.27,0.00,0.05
1571,0.00,0.00,0.00,0.00
1572,0.20,1.50,0.00,0.05
1573,0.30,1.50,0.00,0.05
1574,0.20,1.50,0.00,0.05
1575,0.15,0.96,0.05,0.10
1576,0.05,1.27,0.00,0.05
1577,0.15,0.96,0.05,0.10
1578,0.05,1.27,0.00,0.05
1579,0.30,1.50,0.00,0.05
1580,0.00,0.20,0.00,0.50
1581,0.05,1.27,0.00,0.05
1582,0.05,1.27,0.00,0.05
1583,0.05,1.27,0.00,0.05
1584,0.30,0.81,0.00,0.20
1585,0.30,0.81,0.00,0.20
1586,0.30,0.81,0.00,0.20
1587,0.30,0.81,0.00,0.20
1588,0.30,0.81,0.00,0.20
1589,0.30,0.81,0.00,0.20
1590,0.30,0.81,0.00,0.20
1591,0.05,0.50,0.00,0.30
1592,0.05,0.50,0.00,0.30
1593,0.00,0.00,0.00,0.00
1594,0.00,0.00,0.00,0.00
1595,0.05,1.27,0.00,0.05
1596,0.05,1.27,0.00,0.05
1597,0.30,0.81,0.00,0.20
1598,0.10,0.80,0.00,0.20
1599,0.15,0.96,0.05,0.10
1600,0.15,0.96,0.05,0.10
1601,0.00,0.20,0.00,0.50
1602,0.10,0.80,0.00,0.20
1603,0.15,0.96,0.05,0.10
1604,0.05,1.27,0.00,0.05
1605,0.05,1.27,0.00,0.05
1606,0.05,1.27,0.00,0.05
1607,0.05,1.27,0.00,0.05
1608,0.05,1.27,0.00,0.05
1609,0.05,1.27,0.00,0.05
1610,0.00,0.20,0.00,0.50
1611,0.05,1.27,0.00,0.05
1612,0.30,0.81,0.00,0.20
1613,0.30,0.81,0.00,0.20
1614,0.30,0.81,0.00,0.20
1615,0.30,0.81,0.00,0.20
1616,0.30,0.81,0.00,0.20
1617,0.30,0.81,0.00,0.20
1618,0.05,1.27,0.00,0.05
1619,0.05,1.27,0.00,0.05
1620,0.05,1.27,0.00,0.05
1621,0.10,0.20,0.00,0.50
1622,0.05,2.00,0.00,0.20
1623,0.00,0.00,0.00,0.00
1624,0.00,0.00,0.00,0.00
1625,0.00,0.00,0.00,0.00
1626,0.05,1.27,0.00,0.05
1627,0.30,0.81,0.00,0.20
1628,0.20,0.10,0.00,0.90
1629,0.02,0.96,0.00,0.10
1630,0.15,0.96,0.05,0.10
1631,0.10,0.80,0.00,0.20
1632,0.01,1.50,0.00,0.00
1633,0.15,0.96,0.05,0.10
1634,0.05,1.27,0.00,0.05
1635,0.05,1.27,0.00,0.05
1636,0.05,1.27,0.00,0.05
1637,0.05,1.27,0.00,0.05
1638,0.05,1.27,0.00,0.05
1639,0.05,1.27,0.00,0.05
1640,0.05,1.27,0.00,0.05
1641,0.30,0.81,0.00,0.20
1642,0.01,3.75,0.01,0.01
1643,0.10,0.10,0.01,0.50
1644,0.05,0.20,0.01,0.50
1645,0.05,0.50,0.00,0.25
1646,0.00,0.00,0.00,0.00
1647,0.00,0.00,0.00,0.00
1648,0.00,0.00,0.00,0.00
1649,0.00,0.20,0.00,0.50
1650,0.00,0.20,0.00,0.50
1651,0.02,0.96,0.00,0.10
1652,0.02,0.96,0.00,0.10
1653,0.00,0.20,0.00,0.50
1654,0.00,0.20,0.00,0.50
1655,0.02,0.96,0.00,0.10
1656,0.01,3.75,0.01,0.01
1657,0.01,3.75,0.01,0.01
1658,0.01,3.75,0.01,0.01
1659,0.01,3.75,0.01,0.01
1660,0.05,1.00,0.50,0.75
1661,0.05,0.10,0.10,0.75
1662,0.01,2.20,0.40,0.02
1663,0.00,0.00,0.00,0.00
1664,0.00,0.00,0.00,0.00
1665,0.00,0.00,0.00,0.00
1666,0.00,0.20,0.00,0.50
1667,0.05,0.10,0.00,0.90
1668,0.02,0.96,0.00,0.10
1669,0.02,0.96,0.00,0.10
1670,0.01,3.75,0.01,0.01
1671,0.00,2.00,0.00,0.05
1672,0.00,2.00,0.00,0.05
1673,0.00,2.00,0.00,0.05
1674,0.01,3.75,0.01,0.01
1675,0.01,3.75,0.01,0.01
1676,0.01,5.00,0.50,0.10
1677,0.05,3.00,0.00,0.10
1678,0.01,2.20,0.40,0.02
1679,0.00,0.00,0.00,0.00
1680,0.00,0.00,0.00,0.00
1681,0.00,0.00,0.00,0.00
1682,0.01,3.75,0.01,0.01
1683,0.01,3.75,0.01,0.01
1684,0.01,2.20,0.40,0.02
1685,0.05,0.10,0.00,0.90
1686,0.05,0.10,0.00,0.90
1687,0.00,2.00,0.00,0.05
1688,0.00,0.20,0.00,0.50
1689,0.01,3.75,0.01,0.01
1690,0.01,3.75,0.01,0.01
1691,0.02,0.96,0.00,0.10
1692,0.01,3.75,0.01,0.01
1693,0.01,2.00,0.25,0.30
1694,0.05,1.00,0.25,0.50
1695,0.05,3.00,0.00,0.10
1696,0.01,2.20,0.40,0.02
1697,0.00,0.00,0.00,0.00
1698,0.00,0.00,0.00,0.00
1699,0.01,3.75,0.01,0.01
1700,0.01,2.20,0.40,0.02
1701,0.00,1.50,0.00,0.02
1702,0.02,0.96,0.00,0.10
1703,0.00,1.20,0.00,0.05
1704,0.00,1.50,0.00,0.02
1705,0.01,3.75,0.01,0.01
1706,0.01,3.75,0.01,0.01
1707,0.05,1.00,0.25,0.50
1708,0.05,1.00,0.25,0.50
1709,0.05,1.00,0.25,0.50
1710,0.01,2.20,0.40,0.02
1711,0.01,2.20,0.40,0.02
1712,0.01,2.20,0.40,0.02
1713,0.00,0.00,0.00,0.00
1714,0.00,0.00,0.00,0.00
1715,0.00,0.80,0.00,0.50
1716,0.02,0.96,0.00,0.10
1717,0.00,0.80,0.00,0.50
1718,0.02,0.96,0.00,0.10
1719,0.01,3.75,0.01,0.01
1720,0.00,1.20,0.00,0.05
1721,0.00,0.80,0.00,0.50
1722,0.00,0.20,0.00,0.50
1723,0.01,2.20,0.40,0.02
1724,0.00,1.00,0.25,0.30
1725,0.00,1.00,0.10,0.30
1726,0.01,2.20,0.40,0.02
1727,0.00,0.00,0.00,0.00
1728,0.00,5.00,0.50,0.00
1729,0.00,0.00,0.00,0.00
1730,0.00,0.40,0.00,0.50
1731,0.01,3.75,0.00,0.01
1732,0.00,0.20,0.00,0.50
1733,0.01,2.00,0.00,0.00
1734,0.01,3.75,0.00,0.01
1735,0.01,3.75,0.00,0.01
1736,0.00,1.00,0.25,0.30
1737,0.00,1.00,0.10,0.30
1738,0.00,5.00,0.50,0.00
1739,0.00,0.00,0.00,0.00
1740,0.00,5.00,0.50,0.00
1741,0.01,3.75,0.00,0.01
1742,0.01,3.75,0.00,0.01
1743,0.00,5.00,0.50,0.00
1744,0.00,0.10,0.00,0.80
1745,0.00,0.20,0.00,0.60
1746,0.01,1.50,0.00,0.05
1747,0.01,3.00,0.00,0.00
1748,0.01,3.75,0.00,0.01
1749,0.01,5.00,0.00,0.01
1750,0.01,5.00,0.00,0.01
1751,0.01,3.75,0.00,0.01
1752,0.20,1.27,0.02,0.05
1753,0.20,1.27,0.02,0.05
1754,0.20,1.27,0.02,0.05
1755,0.00,5.00,0.50,0.00
1756,0.00,0.00,0.00,0.00
1757,0.00,0.00,0.00,0.00
1758,0.00,5.00,0.50,0.00
1759,0.00,0.00,0.00,0.00
1760,0.01,3.75,0.00,0.01
1761,0.01,3.75,0.00,0.01
1762,0.00,5.00,0.50,0.00
1763,0.00,0.20,0.00,0.50
1764,0.01,2.00,0.00,0.01
1765,0.01,5.00,0.00,0.01
1766,0.10,0.20,0.00,0.40
1767,0.01,5.00,0.00,0.01
1768,0.01,2.00,0.00,0.01
1769,0.01,2.00,0.00,0.01
1770,0.01,3.75,0.00,0.01
1771,0.00,5.00,0.50,0.00
1772,0.00,5.00,0.50,0.00
1773,0.20,1.27,0.02,0.05
1774,0.20,1.27,0.02,0.05
1775,0.20,1.27,0.02,0.05
1776,0.20,1.27,0.02,0.05
1777,0.00,0.00,0.00,0.00
1778,0.00,0.00,0.00,0.00
1779,0.00,0.00,0.00,0.00
1780,0.01,3.75,0.00,0.01
1781,0.00,5.00,0.50,0.00
1782,0.00,5.00,0.50,0.00
1783,0.00,5.00,0.50,0.00
1784,0.10,0.50,0.00,0.20
1785,0.01,2.00,0.00,0.01
1786,0.01,2.00,0.00,0.01
1787,0.01,5.00,0.00,0.01
1788,0.01,5.00,0.00,0.01
1789,0.01,5.00,0.00,0.01
1790,0.01,3.75,0.00,0.01
1791,0.00,5.00,0.50,0.00
1792,0.20,1.27,0.02,0.05
1793,0.05,3.00,0.10,0.10
1794,0.05,3.00,0.10,0.10
1795,0.00,0.00,0.00,0.00
1796,0.00,0.00,0.00,0.00
1797,0.01,3.75,0.00,0.01
1798,0.01,3.75,0.00,0.01
1799,0.00,5.00,0.50,0.00
1800,0.10,0.50,0.00,0.20
1801,0.10,2.00,0.00,0.01
1802,0.01,3.75,0.00,0.01
1803,0.01,3.75,0.00,0.01
1804,0.05,3.00,0.10,0.10
1805,0.05,3.00,0.10,0.10
1806,0.00,5.00,0.50,0.00
1807,0.00,5.00,0.50,0.00
1808,0.01,3.75,0.00,0.01
1809,0.01,3.75,0.00,0.01
